1347408000,2205264 ,TCQR-BA.936 ,29140,"LR 12-sep-12*** As agreed by the project manager, this gauge can be waivered, the defect is minimal and at 100degC. calibration failure waivered. ", 
1350000000,2259969 ,TCQR-BA.936 ,33387,"***LRossini - 12-oct-12*** THe test failed due to battery issue. The battery issue is investigate on SQ 20121003124838 and IFR 382807 . The gauge is OK, need to repeat CAT. TFL closed. ", 
1385683200,3235043 ,TCQR-BA.936 ,29140,*** SSlim 12 Octobre 2013 ***  L’investigation a montré que l’erreur est due à la coupure électrique  durant la calibration. Un Audit sur Le process de calibration va permettre d’implémenter les actions correctives nécessaires. , 
1385683200,3235067 ,TCQR-BA.934 ,29140,*** SSlim 12 Octobre 2013 ***  L’investigation a montré que l’erreur est due à la coupure électrique  durant la calibration. Un Audit sur Le process de calibration va permettre d’implémenter les actions correctives nécessaires. , 
1385683200,3235070 ,TCQR-BA.935 ,29140,*** SSlim 12 Octobre 2013 ***  L’investigation a montré que l’erreur est due à la coupure électrique  durant la calibration. Un Audit sur Le process de calibration va permettre d’implémenter les actions correctives nécessaires. , 
1385683200,3235105 ,TCQR-BA.933 ,29140,*** SSlim 12 Octobre 2013 ***  L’investigation a montré que l’erreur est due à la coupure électrique  durant la calibration. Un Audit sur Le process de calibration va permettre d’implémenter les actions correctives nécessaires. , 
1383523200,3324309 ,TCQR-BA.934 ,29140,"***SSlim 04-Nov-13***la précision  est à la limite de la tolérance, les différents paramètres métrologiques montrent un bon fonctionnement. Use as Is . TFL closed ", 
1385510400,3324319 ,TCQR-BA.933 ,29140,*** SSlim 26 -11-2013 *** pression atmospherique incorrecte : L’ensemble des dossiers de Calibration ont été rééditées et des nouveaux Coefficient ont ete generes (un SQ a ete reporte ) , 
1383523200,3324367 ,TCQR-BA.936 ,29140,"***SSlim 04-Nov-13***la précision  est à la limite de la tolérance, les différents paramètres métrologiques montrent un bon fonctionnement. Use as Is . TFL closed ", 
1385510400,3324409 ,TCQR-BA.935 ,29140,*** SSlim 26 -11-2013 *** pression atmospherique incorrecte : L’ensemble des dossiers de Calibration ont été rééditées et des nouveaux Coefficient ont ete generes (un SQ a ete reporte ) , 
1385942400,3401812 ,TCQR-BA.935 ,29140,*** SSlim 30 -11-2013 ***L’Accuracy’ est à la limite de la tolérance .Les donnes de calibrations montre des bonnes performances métrologique. Use as IS , 
